title,body_part,difficulty,equipment,image1,image2,body_part__Abs,body_part__Arms,body_part__Back,body_part__Butt/Hips,body_part__Chest,body_part__Full Body/Integrated,body_part__Legs - Calves and Shins,body_part__Legs - Thighs,body_part__Neck,body_part__Shoulders,equipment__BOSU Trainer,equipment__Barbell,equipment__Bench,equipment__Cones,equipment__Dumbbells,equipment__Heavy Ropes,equipment__Hurdles,equipment__Kettlebells,equipment__Ladder,equipment__Medicine Ball,equipment__No Equipment,equipment__Pull up bar,equipment__Raised Platform/Box,equipment__Resistance Bands/Cables,equipment__Stability Ball,equipment__TRX,equipment__Weight Machines / Selectorized
Front Squat to Overhead Press,['Full Body/Integrated'],Advanced,['Barbell'],FrontSquattoOverheadPress_312-1.jpg,FrontSquattoOverheadPress_312-2.jpg,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Single Arm, Single Leg Plank",['Full Body/Integrated'],Advanced,['No Equipment'],SingleArm_SingleLegPlank_312-1.jpg,SingleArm_SingleLegPlank_312-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Push-up with Staggered Hands,"['Arms', 'Chest']",Advanced,['No Equipment'],Push-upwithStaggeredHands_312-1.jpg,Push-upwithStaggeredHands_312-2.jpg,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Single-leg Romanian Deadlift,['Butt/Hips'],Advanced,['No Equipment'],Single-legRomanianDeadlift_312-1.jpg,Single-legRomanianDeadlift_312-2.jpg,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
High Plank T-spine Rotation,"['Abs', 'Shoulders']",Advanced,['No Equipment'],HighPlankT-spineRotation_312-1.jpg,HighPlankT-spineRotation_312-2.jpg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Single-arm Rotational Press,['Chest'],Advanced,['Resistance Bands/Cables'],Single-armRotationalPress_312-1.jpg,Single-armRotationalPress_312-2.jpg,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Kneeling Wood Chop,['Full Body/Integrated'],Advanced,['Resistance Bands/Cables'],KneelingWoodChop_312-1.jpg,KneelingWoodChop_312-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Pull to Press,['Full Body/Integrated'],Advanced,['Resistance Bands/Cables'],PulltoPress_312-1.jpg,PulltoPress_312-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Side Plank Row,['Full Body/Integrated'],Advanced,['Resistance Bands/Cables'],SidePlankRow_312-1.jpg,SidePlankRow_312-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Lunge to Single Arm Row,['Full Body/Integrated'],Advanced,['Resistance Bands/Cables'],LungetoSingleArmRow_345-1.jpg,LungetoSingleArmRow_345-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Transverse Lunge to Single Arm Row,['Full Body/Integrated'],Advanced,['Resistance Bands/Cables'],TransverseLungetoSingleArmRow_345-1.jpg,TransverseLungetoSingleArmRow_345-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Lateral Lunge Wood Chop,['Full Body/Integrated'],Advanced,['Resistance Bands/Cables'],LateralLungeWoodChop_345-1.jpg,LateralLungeWoodChop_345-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Standing Rotational Chop,['Full Body/Integrated'],Advanced,['Resistance Bands/Cables'],StandingRotationalChop_345-1.jpg,StandingRotationalChop_345-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Single Leg Romanian Dead Lift,['Butt/Hips'],Advanced,['Resistance Bands/Cables'],SingleLegRomanianDeadLift_345-1.jpg,SingleLegRomanianDeadLift_345-2.jpg,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Renegade Row,['Full Body/Integrated'],Advanced,['Dumbbells'],RenegadeRow_345-1.jpg,RenegadeRow_345-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Offset Single-arm Chest Press,"['Chest', 'Full Body/Integrated']",Advanced,"['Bench', 'Dumbbells']",OffsetSingle-armChestPress_345-1.jpg,OffsetSingle-armChestPress_345-2.jpg,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Squat to Overhead Press,['Full Body/Integrated'],Advanced,['Dumbbells'],SquattoOverheadPress_345-1.jpg,SquattoOverheadPress_345-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Reverse Lunge with Rotation,"['Abs', 'Full Body/Integrated', 'Legs - Thighs']",Advanced,['Dumbbells'],ReverseLungewithRotation_345-1.jpg,ReverseLungewithRotation_345-2.jpg,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Transverse Lunge,['Butt/Hips'],Advanced,['Dumbbells'],TransverseLunge_345-1.jpg,TransverseLunge_345-2.jpg,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Bulgarian Split Squat,['Butt/Hips'],Advanced,"['Bench', 'Dumbbells']",BulgarianSplitSquat_345-1.jpg,BulgarianSplitSquat_345-2.jpg,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Rotational Overhead Press,['Shoulders'],Advanced,['Dumbbells'],RotationalOverheadPress_345-1.jpg,RotationalOverheadPress_345-2.jpg,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Simultaneous Waves,['Full Body/Integrated'],Advanced,['Heavy Ropes'],SimultaneousWaves_374-1.jpg,SimultaneousWaves_374-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Simultaneous Wave with Reverse Lunges,['Full Body/Integrated'],Advanced,['Heavy Ropes'],SimultaneousWavewithReverseLunges_374-1.jpg,SimultaneousWavewithReverseLunges_374-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Asynchronous Waves,['Full Body/Integrated'],Advanced,['Heavy Ropes'],AsynchronousWaves_374-1.jpg,AsynchronousWaves_374-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Lateral Waves,['Full Body/Integrated'],Advanced,['Heavy Ropes'],LateralWaves_374-1.jpg,LateralWaves_374-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Double Rotation Waves,['Full Body/Integrated'],Advanced,['Heavy Ropes'],DoubleRotationWaves_374-1.jpg,DoubleRotationWaves_374-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Clean and Press,['Full Body/Integrated'],Advanced,['Kettlebells'],CleanandPress_374-1.jpg,CleanandPress_374-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Double Push-press,['Full Body/Integrated'],Advanced,['Kettlebells'],DoublePush-press_374-1.jpg,DoublePush-press_374-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Push-jerk,['Full Body/Integrated'],Advanced,['Kettlebells'],Push-jerk_374-1.jpg,Push-jerk_374-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
High Windmill,['Full Body/Integrated'],Advanced,['Kettlebells'],HighWindmill_374-1.jpg,HighWindmill_374-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Low Windmill,['Full Body/Integrated'],Advanced,['Kettlebells'],LowWindmill_374-1.jpg,LowWindmill_374-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Turkish Get-up,['Full Body/Integrated'],Advanced,['Kettlebells'],TurkishGet-up_374-1.jpg,TurkishGet-up_374-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Waiter's Carry,['Full Body/Integrated'],Advanced,['Kettlebells'],Waiter_sCarry_374-1.jpg,Waiter_sCarry_374-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Single Arm Swing,['Full Body/Integrated'],Advanced,['Kettlebells'],SingleArmSwing_392-1.jpg,SingleArmSwing_392-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Single Arm Overhead Squat,"['Back', 'Full Body/Integrated', 'Legs - Thighs', 'Shoulders']",Advanced,['Kettlebells'],SingleArmOverheadSquat_392-1.jpg,SingleArmOverheadSquat_392-2.jpg,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Halo,"['Back', 'Butt/Hips', 'Chest', 'Full Body/Integrated', 'Legs - Thighs', 'Shoulders']",Advanced,['Kettlebells'],Halo_392-1.jpg,Halo_392-2.jpg,False,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Bottom-up Press,"['Chest', 'Full Body/Integrated', 'Shoulders']",Advanced,['Kettlebells'],Bottom-upPress_392-1.jpg,Bottom-upPress_392-2.jpg,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
