title,body_part,difficulty,equipment,image1,image2
Standing Shrug,['Back'],Intermediate,['Dumbbells'],StandingShrug_75-1.jpg,StandingShrug_75-2.jpg
Reverse Ab Crunch,['Abs'],Intermediate,['No Equipment'],ReverseAbCrunch_75-1.jpg,ReverseAbCrunch_75-2.jpg
TRX ® Assisted Cross-over Lunge with Arm Raise,"['Back', 'Butt/Hips', 'Shoulders']",Intermediate,['TRX'],TRX®AssistedCross-overLungewithArmRaise_75-1.jpg,TRX®AssistedCross-overLungewithArmRaise_75-2.jpg
TRX ® Assisted Side Lunge with Arm Raise,"['Back', 'Butt/Hips', 'Full Body/Integrated', 'Legs - Calves and Shins', 'Shoulders']",Intermediate,['TRX'],TRX®AssistedSideLungewithArmRaise_75-1.jpg,TRX®AssistedSideLungewithArmRaise_75-2.jpg
Forward Lunge,"['Abs', 'Butt/Hips', 'Legs - Thighs']",Intermediate,['No Equipment'],ForwardLunge_75-1.jpg,ForwardLunge_75-2.jpg
Side Plank with Straight Leg,"['Abs', 'Butt/Hips']",Intermediate,['No Equipment'],SidePlankwithStraightLeg_75-1.jpg,SidePlankwithStraightLeg_75-2.jpg
Standing Trunk Rotation,['Abs'],Intermediate,['Resistance Bands/Cables'],StandingTrunkRotation_75-1.jpg,StandingTrunkRotation_75-2.jpg
Standing Hip Adduction,"['Abs', 'Butt/Hips', 'Legs - Thighs']",Intermediate,['Resistance Bands/Cables'],StandingHipAdduction_75-1.jpg,StandingHipAdduction_75-2.jpg
Standing Trunk Rotation,['Abs'],Intermediate,['Medicine Ball'],StandingTrunkRotation_75-1.jpg,StandingTrunkRotation_75-2.jpg
Hip Rotations (Push-up Position),"['Abs', 'Butt/Hips', 'Legs - Thighs']",Intermediate,['No Equipment'],HipRotations(Push-upPosition)_75-1.jpg,HipRotations(Push-upPosition)_75-2.jpg
Box Jumps,"['Butt/Hips', 'Legs - Calves and Shins', 'Legs - Thighs']",Intermediate,['Raised Platform/Box'],BoxJumps_75-1.jpg,BoxJumps_75-2.jpg
BOSU® Squat Jumps,"['Abs', 'Butt/Hips', 'Legs - Thighs']",Intermediate,['BOSU Trainer'],BOSU®SquatJumps_75-1.jpg,BOSU®SquatJumps_75-2.jpg
Forward Cone Jumps,"['Butt/Hips', 'Legs - Thighs']",Intermediate,['Cones'],ForwardConeJumps_118-1.jpg,ForwardConeJumps_118-2.jpg
Lateral Cone Jumps,"['Butt/Hips', 'Legs - Calves and Shins', 'Legs - Thighs']",Intermediate,['Cones'],LateralConeJumps_118-1.jpg,LateralConeJumps_118-2.jpg
Single-arm Row,['Back'],Intermediate,"['Bench', 'Dumbbells']",Single-armRow_118-1.jpg,Single-armRow_118-2.jpg
Kneeling Reverse Fly,"['Back', 'Shoulders']",Intermediate,['Resistance Bands/Cables'],KneelingReverseFly_118-1.jpg,KneelingReverseFly_118-2.jpg
Sumo Rotational Squats,"['Butt/Hips', 'Legs - Thighs']",Intermediate,['No Equipment'],SumoRotationalSquats_118-1.jpg,SumoRotationalSquats_118-2.jpg
Standing Hamstrings Curl,"['Abs', 'Legs - Thighs']",Intermediate,['Resistance Bands/Cables'],StandingHamstringsCurl_118-1.jpg,StandingHamstringsCurl_118-2.jpg
Standing Leg Extension,"['Abs', 'Legs - Thighs']",Intermediate,['Resistance Bands/Cables'],StandingLegExtension_118-1.jpg,StandingLegExtension_118-2.jpg
Single Leg Squat,"['Butt/Hips', 'Legs - Calves and Shins', 'Legs - Thighs']",Intermediate,['No Equipment'],SingleLegSquat_118-1.jpg,SingleLegSquat_118-2.jpg
Walking Lunges with Twists,"['Abs', 'Butt/Hips', 'Legs - Thighs']",Intermediate,['Medicine Ball'],WalkingLungeswithTwists_118-1.jpg,WalkingLungeswithTwists_118-2.jpg
Lunge with Elbow Instep,"['Abs', 'Butt/Hips', 'Full Body/Integrated', 'Legs - Thighs']",Intermediate,['No Equipment'],LungewithElbowInstep_118-1.jpg,LungewithElbowInstep_118-2.jpg
Glute Bridge Single Leg Progression,"['Back', 'Butt/Hips', 'Legs - Thighs']",Intermediate,['No Equipment'],GluteBridgeSingleLegProgression_118-1.jpg,GluteBridgeSingleLegProgression_118-2.jpg
Bear Crawl Exercise,['Full Body/Integrated'],Intermediate,['No Equipment'],BearCrawlExercise_118-1.jpg,BearCrawlExercise_118-2.jpg
Standing Hip Abduction,"['Abs', 'Butt/Hips', 'Full Body/Integrated']",Intermediate,"['Resistance Bands/Cables', 'Weight Machines / Selectorized']",StandingHipAbduction_155-1.jpg,StandingHipAbduction_155-2.jpg
Standing Chest Fly,['Chest'],Intermediate,['Resistance Bands/Cables'],StandingChestFly_155-1.jpg,StandingChestFly_155-2.jpg
Standing Decline Cable Flyes,['Chest'],Intermediate,['Weight Machines / Selectorized'],StandingDeclineCableFlyes_155-1.jpg,StandingDeclineCableFlyes_155-2.jpg
Standing Incline Cable Flyes,['Chest'],Intermediate,['Weight Machines / Selectorized'],StandingInclineCableFlyes_155-1.jpg,StandingInclineCableFlyes_155-2.jpg
Forward Linear Ladder Drill,['Full Body/Integrated'],Intermediate,['Ladder'],ForwardLinearLadderDrill_155-1.jpg,ForwardLinearLadderDrill_155-2.jpg
Jump and Reach,"['Butt/Hips', 'Legs - Calves and Shins', 'Legs - Thighs']",Intermediate,['No Equipment'],JumpandReach_155-1.jpg,JumpandReach_155-2.jpg
Overhead Medicine Ball Throws,"['Butt/Hips', 'Full Body/Integrated', 'Shoulders']",Intermediate,['Medicine Ball'],OverheadMedicineBallThrows_155-1.jpg,OverheadMedicineBallThrows_155-2.jpg
Tuck Jump,['Butt/Hips'],Intermediate,['No Equipment'],TuckJump_155-1.jpg,TuckJump_155-2.jpg
Overhead Slams,"['Back', 'Butt/Hips', 'Full Body/Integrated', 'Legs - Thighs', 'Shoulders']",Intermediate,['Medicine Ball'],OverheadSlams_155-1.jpg,OverheadSlams_155-2.jpg
Chin-ups ,"['Arms', 'Back']",Intermediate,['Pull up bar'],Chin-ups_155-1.jpg,Chin-ups_155-2.jpg
Pull-ups,"['Arms', 'Back']",Intermediate,['Pull up bar'],Pull-ups_155-1.jpg,Pull-ups_155-2.jpg
